date	Open	High	Low	Close	Volume						
1639461600	0		1.4603533927127232		1.4603533927127232		1.4603533927127232		1.4603533927127232		0
1639462200	1.1828870751651923		1.4603533927127232		1.470964198885954		1.4603533927127232		1.470964198885954		1.1828870751651923
1639462800	0		1.470964198885954		1.470964198885954		1.470964198885954		1.470964198885954		0
1639463400	735.0684975246043		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		735.0684975246043
1639464000	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639464600	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639465200	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639465800	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639466400	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639467000	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639467600	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639468200	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639468800	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639469400	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639470000	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639470600	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639471200	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639471800	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639472400	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639473000	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639473600	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639474200	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639474800	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639475400	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639476000	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639476600	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639477200	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639477800	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639478400	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639479000	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639479600	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639480200	0		1.4918469056320478		1.4918469056320478		1.4918469056320478		1.4918469056320478		0
1639480800	510.150448305872		1.4918469056320478		1.4918469056320478		1.4743329435382129		1.4743329435382129		510.150448305872
1639481400	53.81982253261878		1.4743329435382129		1.4743329435382129		1.4709074703713476		1.4709074703713476		53.81982253261878
1639482000	0		1.4709074703713476		1.4709074703713476		1.4709074703713476		1.4709074703713476		0
1639482600	0		1.4709074703713476		1.4709074703713476		1.4709074703713476		1.4709074703713476		0
1639483200	0		1.4709074703713476		1.4709074703713476		1.4709074703713476		1.4709074703713476		0
1639483800	0		1.4709074703713476		1.4709074703713476		1.4709074703713476		1.4709074703713476		0
1639484400	0		1.4709074703713476		1.4709074703713476		1.4709074703713476		1.4709074703713476		0
1639485000	1013.3122631034853		1.4709074703713476		1.5004594368007649		1.4709074703713476		1.5004594368007649		1013.3122631034853
1639485600	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639486200	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639486800	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639487400	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639488000	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639488600	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639489200	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639489800	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639490400	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639491000	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639491600	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639492200	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639492800	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639493400	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639494000	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639494600	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639495200	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639495800	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639496400	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639497000	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639497600	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639498200	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639498800	0		1.5004594368007649		1.5004594368007649		1.5004594368007649		1.5004594368007649		0
1639499400	1.500459437	1.500459437	1.500459437	1.500459437	0						
